date,temperature_celsius,uncertainty_celsius
1980-01-01,26.879062387067062,0.11518438550277972
1980-01-02,25.94075203664126,0.2999747554131257
1980-01-03,25.02774496447425,0.2802051497820585
1980-01-04,20.514110362027793,0.13088593960014303
1980-01-05,24.408469053779516,0.2398868680540603
1980-01-06,27.922322848493263,0.12404780448654987
1980-01-07,27.86827181773569,0.10526078331836991
1980-01-08,29.785300139636142,0.1127887014688753
1980-01-09,26.403018899955338,0.24464789107671067
1980-01-10,25.5416492845486,0.13878491498052034
1980-01-11,25.138269196694704,0.2116763438046658
1980-01-12,27.294263169507364,0.16095774501105314
1980-01-13,28.476630897793314,0.18631867270800317
1980-01-14,28.30918779389373,0.1295989640220525
1980-01-15,24.289428074908507,0.1975864999769799
1980-01-16,28.864227111513923,0.1749784654196391
1980-01-17,28.451388610854888,0.27150948822987775
1980-01-18,24.301891401927282,0.17098961252677913
1980-01-19,28.15674150772329,0.154337372670776
1980-01-20,25.66761844639724,0.19162958558830506
1980-01-21,24.696493411222878,0.17324604499634771
1980-01-22,24.781348888530797,0.24100463583804782
1980-01-23,27.30313255107729,0.15560290601662796
1980-01-24,28.54874643094285,0.23901042083691437
1980-01-25,26.794790020581562,0.2359171668845932
1980-01-26,25.455459575340328,0.2950985011482513
1980-01-27,27.122854072515207,0.257141719116298
1980-01-28,24.954981863804253,0.2707744694521118
1980-01-29,26.31345874363592,0.11225688984785538
1980-01-30,26.107020738934626,0.2721750006926289
1980-01-31,28.522792496026398,0.15662904681106415
1980-02-01,24.91500475689586,0.2865694115233901
1980-02-02,30.412416448514254,0.21220181957040557
1980-02-03,29.47431628922328,0.10463189071787163
1980-02-04,27.557279726933377,0.28638595610451556
1980-02-05,28.389739989603072,0.15618960225768352
1980-02-06,28.307050230619662,0.20257255766215243
1980-02-07,30.023825958918277,0.10996260564981253
1980-02-08,31.505555063356365,0.2323996737489002
1980-02-09,29.998670792474023,0.10527861994837662
1980-02-10,32.433456053689476,0.17117992649236743
1980-02-11,29.297781202344687,0.11704761832499651
1980-02-12,29.206794982302846,0.16226583076887735
1980-02-13,28.563725119768463,0.2580510907596433
1980-02-14,26.239208016098033,0.1989249656573392
1980-02-15,31.150459370863217,0.16245916796166154
1980-02-16,29.645686512414425,0.1311873060396221
1980-02-17,30.612568870422116,0.22282563408585687
1980-02-18,28.327465984421558,0.17754533231947908
1980-02-19,25.909901659511526,0.22511499937729168
1980-02-20,29.84108111439361,0.15372718097302612
1980-02-21,30.229653889103023,0.21533959483596316
1980-02-22,25.617630619376985,0.18574171269670559
1980-02-23,29.66080592506412,0.2675097948280418
1980-02-24,34.39857540545916,0.21878620283820088
1980-02-25,31.80824088552549,0.2507564898649054
1980-02-26,26.245143849955557,0.12758023005446079
1980-02-27,27.46664882494961,0.15913465932451176
1980-02-28,29.022327252277332,0.12058230358071416
1980-02-29,27.970820829412993,0.2304171311771358
1980-09-01,14.036836334150134,0.17554851193050477
1980-09-02,17.491605452182295,0.15074725092993702
1980-09-03,18.33550039669163,0.1752703841810819
1980-09-04,16.730635655171447,0.13443470950986908
1980-09-05,16.002689763866524,0.13841448905641207
1980-09-06,15.973394837191902,0.24533629660490416
1980-09-07,19.23390057262348,0.178352917295513
1980-09-08,17.64039916255588,0.24220890284484947
1980-09-09,17.042808134232434,0.23999420090768553
1980-09-10,15.495316682752994,0.1955629177293897
1980-09-11,18.40022680980204,0.2650513635881534
1980-09-12,14.067871326675252,0.20902085503108692
1980-09-13,16.656127034704102,0.12610237163619445
1980-09-14,20.195277194616928,0.259515424320461
1980-09-15,17.31964887220501,0.19245515942127972
1980-09-16,19.884866101298513,0.11591267899620519
1980-09-17,14.407757027329378,0.14714898799124237
1980-09-18,16.550242673361765,0.19961360649551474
1980-09-19,17.4957276337309,0.179226833471078
1980-09-20,16.289071124450118,0.20359531124262492
1980-09-21,15.448922702489641,0.1553871504399714
1980-09-22,14.148209256883254,0.26519238218567676
1980-09-23,18.099358154003113,0.27889181993298784
1980-09-24,18.672163819907933,0.12060551581731248
1980-09-25,22.096587896162227,0.10119895747070735
1980-09-26,15.398042131727482,0.2729137107344225
1980-09-27,15.09048333049182,0.1297137648439552
1980-09-28,20.019225165566827,0.27276103650005434
1980-09-29,15.086734376923701,0.13943129945202687
1980-09-30,18.874265069607716,0.19234668642153474
1980-10-01,18.37794247818088,0.26488921025818657
1980-10-02,20.335729768559265,0.15358904896808934
1980-10-03,14.809642962260149,0.2979309128085449
1980-10-04,15.548879756243956,0.15787926322043672
1980-10-05,21.026309096682322,0.27447588550351953
1980-10-06,17.259527536022127,0.2215730983999653
1980-10-07,16.40913744508792,0.2671237091490468
1980-10-08,18.269665655981257,0.2345459542034463
1980-10-09,20.4189509280287,0.18341594324767552
1980-10-10,18.02967170274035,0.21162820629558604
1980-10-11,16.40201916276677,0.2422661272087866
1980-10-12,16.53516926377445,0.28158534465163426
1980-10-13,16.835476102052674,0.1738453333793852
1980-10-14,21.162239992047144,0.26579934874124933
1980-10-15,19.216031634145196,0.26279625209761737
1980-10-16,17.973930397504237,0.1933238663805953
1980-10-17,15.038609501160028,0.1604262174378772
1980-10-18,20.567209348690255,0.14004027376963984
1980-10-19,17.55984398277897,0.15630464891467635
1980-10-20,20.47108649378102,0.1309691374139326
1980-10-21,16.663698825599926,0.2566649085703401
1980-10-22,19.016039921985623,0.2736281865448139
1980-10-23,17.60538006536436,0.18664559117130672
1980-10-24,20.157723982751477,0.14362565776604388
1980-10-25,17.11560625772296,0.2100138525289439
1980-10-26,19.900003356594866,0.17079722089497457
1980-10-27,18.882275444139133,0.23446421396943617
1980-10-28,17.289844696931198,0.11482603642223531
1980-10-29,18.169740323063934,0.2729669596292955
1980-10-30,16.077723767477522,0.13121514447346924
1980-10-31,21.49584049316471,0.16186875180844892
1980-11-01,20.06290388232883,0.15759110498474962
1980-11-02,18.464533262763442,0.14270258643580358
1980-11-03,20.647703561032465,0.2801204623481419
1980-11-04,18.139250885240894,0.16326430036467854
1980-11-05,19.62380282893374,0.1956317482249268
1980-11-06,17.200494307303266,0.12273919024706315
1980-11-07,22.489903290139523,0.15563692809624813
1980-11-08,25.349280473474774,0.25953887627055194
1980-11-09,18.010259339882438,0.15151669966277365
1980-11-10,16.70451335362433,0.2255970615844678
1980-11-11,21.316752681642754,0.2720524234323819
1980-11-12,18.827291192465516,0.15389956138558428
1980-11-13,17.10655520536453,0.20611005407695598
1980-11-14,18.095162526846313,0.1043908107195553
1980-11-15,20.504274970480356,0.26880314173659214
1980-11-16,21.332458986191618,0.18877183464981892
1980-11-17,21.01708574590929,0.2340063376584403
1980-11-18,20.233070209458816,0.21707145069464429
1980-11-19,20.26776523892842,0.20020716154204377
1980-11-20,19.936567305456858,0.24370688297937185
1980-11-21,22.710533856311745,0.2619383896836793
1980-11-22,19.937912373825043,0.2948687447274684
1980-11-23,20.954284229200947,0.2705716167570511
1980-11-24,21.239539466298968,0.11409795434248682
1980-11-25,24.5614582280477,0.1180673684326727
1980-11-26,20.909438629033545,0.15113289592495574
1980-11-27,20.639951330782214,0.14351018328438475
1980-11-28,21.987792830454964,0.13300479375675472
1980-11-29,20.62219956615502,0.2481007028880671
1980-11-30,19.41684047577599,0.2980074580866862
1980-12-01,23.004839390092528,0.12539173154578498
1980-12-02,25.58859645467569,0.2895877331466604
1980-12-03,21.551380260191145,0.10796096787645343
1980-12-04,22.61839475534306,0.149256758381641
1980-12-05,23.850219642573975,0.121870520132583
1980-12-06,25.24885468239268,0.19305402489167478
1980-12-07,23.377403943598104,0.13684593625244743
1980-12-08,23.71250024127739,0.2401341721208196
1980-12-09,22.48542800482412,0.229500610980582
1980-12-10,18.973280702392508,0.2505693433415104
1980-12-11,26.87949448665824,0.1375425097679084
1980-12-12,21.384191860550363,0.17132228244920675
1980-12-13,25.409111736589963,0.22778254485001947
1980-12-14,22.059707370916954,0.13564835718236642
1980-12-15,27.5821939364041,0.10097560492796241
1980-12-16,25.362025611838703,0.10489148840898327
1980-12-17,20.82250361151937,0.2771841737377754
1980-12-18,23.96022591290182,0.18901847321647652
1980-12-19,25.71341949886576,0.18543084185074787
1980-12-20,21.85611521883529,0.15357311622311443
1980-12-21,22.568337499315927,0.29927062877217747
1980-12-22,26.74566008903958,0.1766667379053884
1980-12-23,24.808168983669752,0.14945866561662446
1980-12-24,25.574297454989036,0.27234285407540765
1980-12-25,26.606647287261897,0.24532351621853946
1980-12-26,26.833711288801805,0.17842746209243035
1980-12-27,22.0939525694126,0.25984062641898
1980-12-28,24.6310309557719,0.22419014096356446
1980-12-29,21.480212919497333,0.11858150837597436
1980-12-30,28.181650659469454,0.2831172701826852
1980-12-31,24.18437407050819,0.2879909385357735
1981-01-01,28.115923290690667,0.11480799279631976
1981-01-02,29.62313185281353,0.15620735773729888
1981-01-03,25.368424186000617,0.11689825223753858
1981-01-04,24.10704870265897,0.22395799653954696
1981-01-05,25.162733326589453,0.23366512870464556
1981-01-06,25.704116890901723,0.11328056449533708
1981-01-07,26.422849122665756,0.24351212800405855
1981-01-08,22.922380094264362,0.2284611084277197
1981-01-09,25.92287631596845,0.14888595848982036
1981-01-10,26.795208295921434,0.20175143243745292
1981-01-11,28.11236539791887,0.26675795961574444
1981-01-12,28.238584755957973,0.21235686736338694
1981-01-13,29.654336062483377,0.10796209106837616
1981-01-14,25.991900689741374,0.2762083114543381
1981-01-15,26.882542663948545,0.19751359635163865
1981-01-16,26.39476877697054,0.15852793709428323
1981-01-17,28.28609674203012,0.17824752565986188
1981-01-18,26.891990839429443,0.2115470049402104
1981-01-19,24.8854641123597,0.2193312725180529
1981-01-20,25.78471133965757,0.27813172914408285
1981-01-21,24.84172787977134,0.15364084569289765
1981-01-22,26.290675498209193,0.14560040461270615
1981-01-23,27.85094137907556,0.16927921390266168
1981-01-24,24.43396691066695,0.2583232342531645
1981-01-25,28.673219508912485,0.10705617204764512
1981-01-26,25.704157808613033,0.16378499668383845
1981-01-27,27.58112570884988,0.234472857346317
1981-01-28,29.53504823471189,0.10343462892395072
1981-01-29,31.910477723277506,0.1414045223482797
1981-01-30,27.8554310137965,0.18865404775955108
1981-01-31,30.61914441007761,0.10461772120304345
1981-02-01,25.700009460919734,0.25831699120508317
1981-02-02,28.170659021254483,0.18362091613604997
1981-02-03,27.98478458412359,0.21732245647592136
1981-02-04,27.330407904521138,0.21670666514601974
1981-02-05,29.97129921610628,0.16711788971725092
1981-02-06,30.79208207079898,0.1573314368242208
1981-02-07,29.05671427425293,0.2926567281710812
1981-02-08,30.699162614365477,0.20256359886578634
1981-02-09,28.380124662247603,0.24233455843703136
1981-02-10,28.822255802536585,0.17320537170877734
1981-02-11,28.649952313519506,0.1708208160127655
1981-02-12,27.809763102135395,0.2742610763835909
1981-02-13,27.30030421261705,0.13747031712971772
1981-02-14,28.689883361429995,0.28427146882301635
1981-02-15,31.112679281137964,0.2895117910326457
1981-02-16,30.180222075016346,0.17093507568699975
1981-02-17,27.287053034234848,0.1711944829859018
1981-02-18,25.97782268866631,0.2921291169751772
1981-02-19,31.4134289959384,0.10641137064759434
1981-02-20,30.322076430103014,0.215356200398093
1981-02-21,30.388131877396813,0.1900719772608469
1981-02-22,30.76372412812096,0.12349662128580861
1981-02-23,31.745433433396062,0.1992212587832365
1981-02-24,28.793579075933096,0.17356855464038148
1981-02-25,27.547080309461357,0.20412245108726967
1981-02-26,28.728859430941107,0.2830373344108347
1981-02-27,27.638095339168643,0.2863856263355472
1981-02-28,28.436720976415586,0.23903345659104483
1981-09-01,16.673950919446643,0.13253074061447195
1981-09-02,18.629645192057524,0.21989619573640568
