date,precipitation,pressure,rh,tdew,tmax,tmin
2011-01-01,0.009046006202595436,83708.98779296875,58.10699260301762,15.249848302205407,23.45942077636721,15.50501403808596
2011-01-02,0.00744449496261268,83704.43033854167,59.92118038279539,16.054923629760765,23.809976196289085,16.00946960449221
2011-01-03,0.008039361238388665,83905.73665364583,57.131758333190376,16.296978886922204,24.80616149902346,15.24054870605471
2011-01-04,0.008335360884661469,84018.63037109375,61.580079145726685,16.58881785074874,23.933831787109398,16.296655273437523
2011-01-05,0.01892941594123343,83694.77164713542,67.72448343188428,15.929031626383505,21.78467712402346,14.964807128906273
2011-01-06,0.006098338961599836,83555.60709635417,58.87598231429864,13.10006993611654,21.03650817871096,12.679116821289085
2011-01-07,0.008941368173339015,83472.16731770833,59.95886009023156,11.8043202718099,19.419824218750023,12.24677429199221
2011-01-08,0.005194658040995392,83280.06494140625,59.407879794938914,12.563083902994833,20.343896484375023,11.129571533203148
2011-01-09,0.015182840824024879,83271.9697265625,65.16194261110624,14.48531557718917,20.898538208007835,13.06226501464846
2011-01-10,0.0007037385395278761,83441.84098307292,52.259470340775536,13.194901402791345,22.99079284667971,12.544519042968773
2011-01-11,0.0011173077119224217,83803.10807291667,56.01970125370618,13.840795771280966,22.57386169433596,14.58826599121096
2011-01-12,2.744945504673524e-06,83761.4248046875,46.17416652175909,11.48929367065432,23.161599731445335,13.321801757812523
2011-01-13,0.0008426070212976811,83522.30875651042,49.65124753298086,12.541229502360068,23.114984130859398,11.45075378417971
2011-01-14,0.004288498700248056,83401.7099609375,59.83237834786029,15.6555165608724,23.421472167968773,14.609216308593773
2011-01-15,0.007369125963805345,83650.46272786458,66.67013922594795,15.620711898803734,21.710366821289085,16.172723388671898
2011-01-16,0.005362564323377228,83689.85384114583,63.93472552319713,14.770993169148767,21.48407897949221,15.301019287109398
2011-01-17,0.036632591486124966,83640.80598958333,62.06484147198109,15.777515665690146,22.977319335937523,15.75440368652346
2011-01-18,0.013241046667094025,83681.74479166667,74.40441625976102,15.57080993652346,19.982217407226585,15.421105957031273
2011-01-19,0.0013842994233641548,83516.03466796875,61.10674143415782,16.310090637207054,23.767251586914085,15.775231933593773
2011-01-20,0.0006532530576350837,83405.07666015625,54.27243846410293,16.098589833577478,25.40955505371096,15.651330566406273
2011-01-21,0.0036944462706394177,83506.53727213542,62.94385038009973,16.372514979044638,23.370584106445335,17.030725097656273
2011-01-22,0.0019321641100411568,83377.36360677083,62.814359674121434,16.37404912312826,23.404153442382835,16.58918151855471
2011-01-23,0.007151278853370968,83392.50406901042,66.31416588652505,16.878256734212243,23.080926513671898,15.881814575195335
2011-01-24,0.011412665247917175,83548.27815755208,62.13388994192055,16.578949864705407,23.784204101562523,16.11969909667971
2011-01-25,0.0029310822486081634,83382.19856770833,68.15957218345066,16.38880882263186,22.156488037109398,16.423455810546898
2011-01-26,0.004952985048191749,83127.67903645833,61.6683483849676,16.188141123453818,23.499291992187523,15.989770507812523
2011-01-27,0.00033913254731032794,83328.77001953125,46.825934745632864,12.354984537760458,23.845620727539085,12.680093383789085
2011-01-28,0.00033170282830496944,83752.48225911458,47.10682013871306,12.459465281168661,23.860162353515648,12.748193359375023
2011-01-29,0.0031724402504664795,83830.29996744792,50.03358643277862,14.197352345784509,24.719598388671898,12.733682250976585
2011-01-30,1.7929077046119346e-05,83694.17333984375,40.005813828777534,11.60699043273928,25.573205566406273,11.80396423339846
2011-01-31,2.0015239613258018e-05,83751.10888671875,44.32127530155863,11.769777552286826,24.10517272949221,13.199868774414085
2011-02-01,0.00755193829536438,83881.52978515625,56.7880600277127,13.783585484822595,22.302453613281273,13.746087646484398
2011-02-02,0.01222309772248309,83941.16031901042,62.11549403788821,15.050967788696312,22.217507934570335,13.72590026855471
2011-02-03,0.000637628351796593,84089.33284505208,47.43754615343179,11.057900365193689,22.284600830078148,13.807412719726585
2011-02-04,0.00044198653540661326,84167.49137369792,49.22555209212518,10.588029479980491,21.213800048828148,12.899407958984398
2011-02-05,0.0008951812982509466,84046.39908854167,51.21804264821752,11.804941431681357,21.86091003417971,12.624841308593773
2011-02-06,0.0004781484603881836,83892.46354166667,51.859667050835824,12.724794642130576,22.622613525390648,14.195901489257835
2011-02-07,0.013785713911033781,83797.48193359375,55.90197261502205,15.565581893920921,24.391564941406273,13.839196777343773
2011-02-08,0.0008569627993892937,83779.66536458333,58.89323493799574,16.08347091674807,24.109735107421898,15.010430908203148
2011-02-09,0.0015024811029320517,83707.6298828125,58.03932445507779,15.87729161580404,24.125466918945335,14.97724304199221
2011-02-10,1.7126909597209306e-06,83774.880859375,39.193402039163516,10.752177174886071,25.00007019042971,14.158441162109398
2011-02-11,4.7057865231181495e-06,83805.603515625,43.32930499612039,12.663229242960654,25.404702758789085,13.113580322265648
2011-02-12,0.001255235766620899,83817.76627604167,47.392597876244366,15.214138285319052,26.643579101562523,15.748254394531273
2011-02-13,0.0006511742112706997,83890.25374348958,45.94835406100389,14.351309076945029,26.236108398437523,16.804101562500023
2011-02-14,1.2814998626708984e-06,83872.42757161458,40.887119637634996,11.931837972005212,25.565469360351585,15.33045349121096
2011-02-15,0.00032051205624838985,83801.65690104167,46.47587274980673,12.220037714640341,23.823327636718773,13.794183349609398
2011-02-16,0.0004989539058897208,83683.35921223958,47.34849408584438,12.765137608846032,24.098657226562523,13.590295410156273
2011-02-17,0.0018317997455596924,83659.46044921875,51.10883673804165,13.231223042805993,23.37824401855471,14.410333251953148
2011-02-18,0.0027726054191248295,83503.03304036458,60.784683952980636,13.29875272115072,20.74891052246096,14.58374938964846
2011-02-19,0.005133733153343201,83464.02294921875,58.811064862453655,14.439837392171228,22.435815429687523,13.76435241699221
2011-02-20,0.0003702333120827461,83666.697265625,48.41570070720778,12.740746434529626,23.720498657226585,12.524896240234398
2011-02-21,0.0013972073793411255,83786.56901041667,55.89991492791947,14.321157073974632,23.104348754882835,14.824975585937523
2011-02-22,0.003590938448798653,83740.00179036458,51.894328567685086,14.1278065999349,24.070550537109398,14.684197998046898
2011-02-23,0.018269199132816993,83783.59326171875,58.611088564104364,14.862920379638695,22.925347900390648,14.141168212890648
2011-02-24,0.004815429449081421,83737.04459635417,57.863992703701825,14.299477513631189,22.54340515136721,13.909280395507835
2011-02-25,0.0020832457514643465,83602.81575520833,59.7323179898184,13.825203831990564,21.560952758789085,13.075494384765648
2011-02-26,0.0012277458093308269,83704.66487630208,50.6792534115998,10.751111602783226,20.929360961914085,11.67963562011721
2011-02-27,0.001378074288368225,83863.39827473958,51.14167991476938,11.492094294230185,21.558755493164085,11.242028808593773
2011-02-28,0.0006262540816237561,83786.66829427083,42.87918889452186,11.427639261881552,24.272698974609398,12.252648925781273
2011-03-01,3.655135134295051e-05,83872.01790364583,40.014827784439426,9.619351323445642,23.470620727539085,13.475320434570335
2011-03-02,0.00012091520551393842,83766.58512369792,41.417717362702064,9.801964060465536,23.113916015625023,11.681481933593773
2011-03-03,5.16474244705023e-06,83664.7734375,35.96993900467774,10.369486109415732,25.98096618652346,12.623025512695335
2011-03-04,0.00015657544133773627,83824.77604166667,41.22869855364793,10.9741092681885,24.422265625000023,15.50257263183596
2011-03-05,1.7216614764947735e-06,83853.37581380208,37.47220652846217,9.114389673868857,23.987878417968773,14.070733642578148
2011-03-06,4.410743663640915e-07,83826.09309895833,36.39707445511374,8.143307622273767,23.424966430664085,11.924111938476585
2011-03-07,4.351138045421976e-07,83817.33723958333,28.89130848308322,6.40911699930831,25.318902587890648,10.830743408203148
2011-03-08,2.1398063836386427e-06,83753.78059895833,35.86021423277947,9.477998352050804,25.082788085937523,13.691918945312523
2011-03-09,2.5868415605145856e-06,83739.94873046875,35.29888561080194,9.58059972127279,25.447442626953148,11.79834899902346
2011-03-10,3.395974636077881e-05,83891.58349609375,37.44590641353528,10.708049392700218,25.688928222656273,16.229211425781273
2011-03-11,8.87989996840588e-05,83753.37874348958,38.01265030905669,11.306240336100302,26.079919433593773,14.84192810058596
2011-03-12,0.002021884918121941,83615.43245442708,39.379445343680246,12.614055887858115,26.892007446289085,15.17164001464846
2011-03-13,0.0025801108924383698,83668.5068359375,37.49100819258624,11.982179260253929,27.02033386230471,15.551675415039085
2011-03-14,0.01545722782611847,83940.48746744792,67.47283108021816,15.440926488240564,21.342431640625023,15.648797607421898
2011-03-15,0.010068566440111226,84038.41715494792,60.6945554793966,16.055902735392294,23.611016845703148,15.243371582031273
