date,temperature_celsius
1980-01-01,22.961823893914193
1980-01-02,21.885815198464687
1980-01-03,28.21773585732576
1980-01-04,25.421327652594304
1980-01-05,23.05392218867583
1980-01-06,24.306800160569225
1980-01-07,25.989572242242392
1980-01-08,27.510307071044632
1980-01-09,29.630753310866375
1980-01-10,27.40148874514236
1980-01-11,25.796566338699567
1980-01-12,25.685968001182953
1980-01-13,26.524128859319863
1980-01-14,26.753808894366063
1980-01-15,30.652847921349245
1980-01-16,27.865141289762906
1980-01-17,26.60088564456309
1980-01-18,29.317577906996412
1980-01-19,24.837920133505282
1980-01-20,28.016656414509942
1980-01-21,27.382201221015666
1980-01-22,27.802503007200578
1980-01-23,28.205436334968482
1980-01-24,27.43255451964903
1980-01-25,29.56317956033309
1980-01-26,30.64790764011786
1980-01-27,25.224696528692235
1980-01-28,27.867521317377452
1980-01-29,32.78712335664421
1980-01-30,29.18161060856828
1980-01-31,28.407211153576352
1980-02-01,27.126322165102444
1980-02-02,28.97107681639332
1980-02-03,32.378735108578056
1980-02-04,30.71219395763999
1980-02-05,33.26173313568488
1980-02-06,31.278100037212017
1980-02-07,30.637229223086432
1980-02-08,28.545389721259763
1980-02-09,33.75007276540417
1980-02-10,30.035796775797188
1980-02-11,29.881644628314223
1980-02-12,28.17183202633361
1980-02-13,34.47749511416918
1980-02-14,28.836762584278105
1980-02-15,30.842139050501938
1980-02-16,30.559445434458596
1980-02-17,32.355893487603886
1980-02-18,28.886967270512645
1980-02-19,32.06824721609276
1980-02-20,34.56006757901894
1980-02-21,33.024137002606274
1980-02-22,37.41888191642104
1980-02-23,33.234905546310365
1980-02-24,31.15341284790642
1980-02-25,33.596429618266676
1980-02-26,32.09484906390105
1980-02-27,32.57095929833295
1980-02-28,31.8614620489222
1980-02-29,33.71778133276902
1980-03-01,32.55741993217694
1980-03-02,33.146752640965374
1980-03-03,35.419444847423655
1980-03-04,35.80837815908637
1980-03-05,31.915578688560345
1980-03-06,33.72131145875379
1980-03-07,32.13345185124583
1980-03-08,31.925272990636948
1980-03-09,37.506019898780124
1980-03-10,36.31956093546935
1980-03-11,33.20255115162977
1980-03-12,31.617400731936268
1980-03-13,35.80715326639203
1980-03-14,33.685916985745436
1980-03-15,33.97514558317323
1980-03-16,34.649990630754395
1980-03-17,30.427707469066256
1980-03-18,32.05100298350237
1980-03-19,34.59401552710122
1980-03-20,35.6461252182663
1980-03-21,38.98065330663755
1980-03-22,35.74348536754538
1980-03-23,33.81906571734444
1980-03-24,34.141830631071606
1980-03-25,34.497318408095964
1980-03-26,35.22524640563484
1980-03-27,32.20753198938761
1980-03-28,36.399035419996544
1980-03-29,30.366881094343217
1980-03-30,32.17591604635351
1980-03-31,33.835058575688095
1980-04-01,38.138267422998794
1980-04-02,35.4691221822619
1980-04-03,36.12778032550739
1980-04-04,33.123659938093994
1980-04-05,36.84472808526709
1980-04-06,31.978728783939673
1980-04-07,34.50261115666895
1980-04-08,33.92126231018457
1980-04-09,33.98973727005104
1980-04-10,31.774902901792665
1980-04-11,33.14564576542673
1980-04-12,34.891327371210764
1980-04-13,35.35260949872116
1980-04-14,34.534443176000785
1980-04-15,37.920251815786955
1980-04-16,37.9052682149174
1980-04-17,34.69864566340682
1980-04-18,33.632420469635555
1980-04-19,36.47241815919686
1980-04-20,34.182854480477005
1980-04-21,33.97163145134107
1980-04-22,28.538603546426017
1980-04-23,31.765833083553005
1980-04-24,36.49956735957861
1980-04-25,33.88732164572535
1980-04-26,34.26953641070686
1980-04-27,37.503656875390234
1980-04-28,33.0251224837996
1980-04-29,30.45590844044913
1980-04-30,30.720060120172796
1980-05-01,36.33440671000009
1980-05-02,35.8584714819869
1980-05-03,31.93958978774242
1980-05-04,31.94440147325575
1980-05-05,32.49448787450602
1980-05-06,33.79901447508608
1980-05-07,31.95708120972474
1980-05-08,34.00740655960818
1980-05-09,33.051198406597216
1980-05-10,34.40590809431841
1980-05-11,32.546214542844275
1980-05-12,31.711249129737812
1980-05-13,32.76272511293262
1980-05-14,33.04577086643554
1980-05-15,32.920011782547974
1980-05-16,31.402585747090043
1980-05-17,29.31618993336999
1980-05-18,31.946683489466217
1980-05-19,35.33146007443975
1980-05-20,32.92604096942079
1980-05-21,31.755305135619796
1980-05-22,32.93524827873269
1980-05-23,32.416958855045706
1980-05-24,35.4370119309607
1980-05-25,32.29398126913295
1980-05-26,30.561487263680377
1980-05-27,30.803487044516526
1980-05-28,26.820088156427175
1980-05-29,33.67048084518281
1980-05-30,30.955482575282083
1980-05-31,25.87618463795689
1980-06-01,31.51828413444369
1980-06-02,27.340977053130047
1980-06-03,33.594670688054535
1980-06-04,29.261648772183246
1980-06-05,28.833216962756683
1980-06-06,31.77841228470746
1980-06-07,28.963180022325165
1980-06-08,32.49073345362437
1980-06-09,30.271702923092544
1980-06-10,28.36746015176344
1980-06-11,31.02857681152579
1980-06-12,29.185350425698662
1980-06-13,29.365503608200353
1980-06-14,28.01032084126024
1980-06-15,27.503509501819973
1980-06-16,29.433708919642267
1980-06-17,27.344979141484636
1980-06-18,29.269227758641655
1980-06-19,29.20375326839494
1980-06-20,32.151441094167524
1980-06-21,27.2619576296995
1980-06-22,26.737953555401397
1980-06-23,27.026926198067578
1980-06-24,27.00550775538782
1980-06-25,24.050042961252736
1980-06-26,26.25810226149192
1980-06-27,28.332181056069437
1980-06-28,25.307004653319936
1980-06-29,23.750304306319325
1980-06-30,23.938416353904618
1980-07-01,26.521358498119167
1980-07-02,25.479208560200167
1980-07-03,28.062424830873397
1980-07-04,25.298975087411343
1980-07-05,25.026966190030986
1980-07-06,26.24978545650997
1980-07-07,23.55797309349615
1980-07-08,25.319365623703753
1980-07-09,25.499870985660408
1980-07-10,23.708430809888952
1980-07-11,23.388693210951665
1980-07-12,22.973431633094407
1980-07-13,25.56137022711865
1980-07-14,22.569561183844232
1980-07-15,27.02813507644708
1980-07-16,21.733453554889604
1980-07-17,23.718990833842263
1980-07-18,23.71509022592641
1980-07-19,23.101330297003262
1980-07-20,21.96176594143077
1980-07-21,22.54810468002781
1980-07-22,19.019474539125156
1980-07-23,20.830665485313496
1980-07-24,18.817370690943747
1980-07-25,23.369215927690387
1980-07-26,22.490394012846266
1980-07-27,19.846046820254095
1980-07-28,19.108448549919206
1980-07-29,19.716933455113143
1980-07-30,19.647702906818818
1980-07-31,20.941286913026282
1980-08-01,18.064384425495586
1980-08-02,18.87844290527065
1980-08-03,20.591610444000587
1980-08-04,20.27997002577241
1980-08-05,19.59592943354411
1980-08-06,17.760952951531095
1980-08-07,18.922474331741004
1980-08-08,19.884583891324116
1980-08-09,19.43174330234045
1980-08-10,22.660628292570646
1980-08-11,17.454184216819595
1980-08-12,16.343231751138802
1980-08-13,21.5095413797208
1980-08-14,17.16418215610842
1980-08-15,18.596518518354877
1980-08-16,17.784201763960706
1980-08-17,18.51657920803924
1980-08-18,19.012465195093164
1980-08-19,18.011224390550886
1980-08-20,20.722330962112775
1980-08-21,20.87981270156881
1980-08-22,17.832085865949235
1980-08-23,16.44939670163399
1980-08-24,16.969888512133696
1980-08-25,17.187245537882305
1980-08-26,17.195134444670856
1980-08-27,20.979206605117497
1980-08-28,16.253949157615544
1980-08-29,15.488427110423165
1980-08-30,16.708047912515557
1980-08-31,15.11582812709232
1980-09-01,14.276951045992504
1980-09-02,15.150117623501773
1980-09-03,14.989184258964416
1980-09-04,12.60391430092556
1980-09-05,12.593924279911048
1980-09-06,15.097685180468913
1980-09-07,17.01947847810475
1980-09-08,15.777266309770521
1980-09-09,14.894258902553466
1980-09-10,13.103361987684561
1980-09-11,15.54296276893711
1980-09-12,14.282742509264565
1980-09-13,15.966817217572105
1980-09-14,15.541873482790992
1980-09-15,18.153197172305795
1980-09-16,13.614954465252103
1980-09-17,16.684818359749194
1980-09-18,12.90149865202406
1980-09-19,17.159751550784097
1980-09-20,17.298258717407794
1980-09-21,16.5633122252687
1980-09-22,15.839651819120233
1980-09-23,12.743018563396843
1980-09-24,19.47080888928231
1980-09-25,15.718161656670171
1980-09-26,10.562742504571883
1980-09-27,15.876389782769964
1980-09-28,14.141977954349612
1980-09-29,14.097011105379138
1980-09-30,12.31979788341437
1980-10-01,17.378748450317353
1980-10-02,17.80945494996341
1980-10-03,15.762328686026155
1980-10-04,16.18894024720937
