date,temperature_celsius,uncertainty_celsius
1980-01-01,29.244134521484398,0.5
1980-01-02,31.110681152343773,0.5
1980-01-03,30.219384765625023,0.5
1980-01-04,27.302056884765648,0.5
1980-01-05,28.837518310546898,0.5
1980-01-06,26.972802734375023,0.5
1980-01-07,21.263482666015648,0.5
1980-01-08,17.600823974609398,0.5
1980-01-09,24.334863281250023,0.5
1980-01-10,27.086389160156273,0.5
1980-01-11,26.353753662109398,0.5
1980-01-12,25.879510498046898,0.5
1980-01-13,26.507836914062523,0.5
1980-01-14,27.440087890625023,0.5
1980-01-15,26.477258300781273,0.5
1980-01-16,26.717401123046898,3.287820899301503
1980-01-17,25.529351806640648,3.2367833893587967
1980-01-18,25.519860839843773,3.0531384878499392
1980-01-19,26.375268554687523,2.9039263945588454
1980-01-20,26.887994384765648,2.8875791676226026
1980-01-21,27.562188720703148,2.776321653897199
1980-01-22,25.042687988281273,2.734826218922806
1980-01-23,17.234307861328148,2.677339230078987
1980-01-24,20.333520507812523,2.3672308751505082
1980-01-25,20.857904052734398,2.3890714190648428
1980-01-26,23.256219482421898,2.37215360791472
1980-01-27,23.553094482421898,2.366568684230213
1980-01-28,26.707849121093773,2.4098292594009925
1980-01-29,26.081048583984398,2.418750378972672
1980-01-30,23.831536865234398,2.3813799031401124
1980-01-31,22.865167236328148,2.4281470386387394
1980-02-01,23.301263427734398,2.4147114010570276
1980-02-02,22.942590332031273,2.526899239227885
1980-02-03,22.484277343750023,2.5559159302457446
1980-02-04,23.393945312500023,2.646612024423042
1980-02-05,23.534204101562523,2.613754609254627
1980-02-06,24.643273925781273,2.5613539258390454
1980-02-07,25.894982910156273,2.570622981661344
1980-02-08,26.420831298828148,2.2410389109835998
1980-02-09,22.677514648437523,2.1322369173638167
1980-02-10,22.834100341796898,2.0383770644266614
1980-02-11,27.284570312500023,2.0496215275217153
1980-02-12,26.795190429687523,2.042247333040275
1980-02-13,26.375299072265648,1.9995489144504484
1980-02-14,27.717553710937523,1.9797776155974656
1980-02-15,26.245904541015648,1.977447304788549
1980-02-16,28.658471679687523,1.955760511571034
1980-02-17,22.226007080078148,1.9435936260437057
1980-02-18,20.152825927734398,1.9220815816997012
1980-02-19,22.683892822265648,1.9282320797840642
1980-02-20,21.868798828125023,1.912979581593045
1980-02-21,25.550531005859398,1.9012799495527615
1980-02-22,23.375604248046898,1.907102244369047
1980-02-23,23.131829833984398,1.9614500859090271
1980-02-24,25.091577148437523,1.941407889959236
1980-02-25,26.081750488281273,1.9042123213318647
1980-02-26,24.391473388671898,1.9521054312515238
1980-02-27,24.402581787109398,2.0620303680292094
1980-02-28,25.117608642578148,2.0911939881690396
1980-02-29,24.679833984375023,2.078222748661495
1980-03-01,24.251123046875023,1.9781012784203185
1980-03-02,24.732293701171898,1.9398693547032702
1980-03-03,24.160363769531273,1.7596657193955676
1980-03-04,26.942254638671898,1.7315638545152368
1980-03-05,24.443872070312523,1.5787246300641207
1980-03-06,25.268457031250023,1.559981757347469
1980-03-07,25.641107177734398,1.6323081835000386
1980-03-08,27.539849853515648,1.631044414105951
1980-03-09,24.443109130859398,1.6297480291536852
1980-03-10,24.095605468750023,1.6214251648180569
1980-03-11,21.782617187500023,1.609304828632423
1980-03-12,20.321130371093773,1.6090001677408168
1980-03-13,21.569665527343773,1.726182015935634
1980-03-14,22.808374023437523,1.794085899176009
1980-03-15,23.722070312500023,1.8579729803337353
1980-03-16,24.384667968750023,1.8564397014268048
1980-03-17,22.522393798828148,1.856614299258582
1980-03-18,24.289514160156273,1.8748388460585177
1980-03-19,23.399896240234398,1.8809127106950425
1980-03-20,23.546350097656273,1.8167378982431868
1980-03-21,20.682855224609398,1.831887887874901
1980-03-22,22.547204589843773,1.9093789084104313
1980-03-23,24.512231445312523,1.9600288481223789
1980-03-24,23.885064697265648,1.8884791093995814
1980-03-25,24.072045898437523,1.8958091146159106
1980-03-26,26.074884033203148,1.898924655094136
1980-03-27,27.441522216796898,1.9914169814714693
1980-03-28,26.794274902343773,2.046194596955184
1980-03-29,26.971704101562523,2.1497395807980486
1980-03-30,24.074670410156273,2.2674559535249896
1980-03-31,24.088952636718773,2.2678149375178895
1980-04-01,25.729394531250023,2.293570112603368
1980-04-02,25.095391845703148,2.3171398732114046
1980-04-03,24.839135742187523,2.4061608327045696
1980-04-04,25.520349121093773,2.571916592868656
1980-04-05,27.350335693359398,2.5856915128243756
1980-04-06,27.060418701171898,2.5966839800478994
1980-04-07,25.836877441406273,2.5912227189649295
1980-04-08,23.389276123046898,2.61619405425273
1980-04-09,23.661218261718773,2.617691833992764
1980-04-10,20.180871582031273,2.61764264147861
1980-04-11,19.567529296875023,2.6034746318721127
1980-04-12,19.764611816406273,2.5483606619718313
1980-04-13,19.994042968750023,2.502471432936101
1980-04-14,24.434594726562523,2.432378687110014
1980-04-15,25.953454589843773,2.4308828996120173
1980-04-16,26.604455566406273,2.438174641123548
1980-04-17,20.691979980468773,2.3986626003431546
1980-04-18,19.118859863281273,2.408371197685271
1980-04-19,22.469720458984398,2.4069420829747448
1980-04-20,20.438623046875023,2.3916882836145255
1980-04-21,22.881158447265648,2.3228833240624343
1980-04-22,25.989526367187523,2.241271176687981
1980-04-23,23.503991699218773,2.346352450342046
1980-04-24,23.994104003906273,2.7356705023460153
1980-04-25,22.343347167968773,2.8910983195340476
1980-04-26,21.452752685546898,2.9138638977268116
1980-04-27,21.664849853515648,2.8679257576768316
1980-04-28,21.755029296875023,2.8290508135201673
1980-04-29,22.656823730468773,2.7986335519177405
1980-04-30,24.576135253906273,2.810820370328503
1980-05-01,24.015893554687523,2.7471877480032787
1980-05-02,25.428796386718773,2.6632620513553205
1980-05-03,24.775598144531273,2.6600466343815046
1980-05-04,24.998040771484398,2.581147114435774
1980-05-05,25.998071289062523,2.5840722600559447
1980-05-06,25.274163818359398,2.602010208614582
1980-05-07,18.287316894531273,2.66329448337671
1980-05-08,15.120446777343773,2.6331715991823494
1980-05-09,17.308038330078148,2.669752195152787
1980-05-10,19.431237792968773,2.6962961359863407
1980-05-11,21.883752441406273,2.784490548017232
1980-05-12,23.489038085937523,2.782311112249613
1980-05-13,24.003869628906273,2.92562550768379
1980-05-14,24.932580566406273,3.0772040739373367
1980-05-15,23.430535888671898,3.1417159723715113
1980-05-16,24.321130371093773,3.1108929500062152
1980-05-17,24.378625488281273,3.185652707141872
1980-05-18,23.808282470703148,3.226867837549797
1980-05-19,22.067712402343773,3.2078298835121233
1980-05-20,19.923272705078148,3.154517767962248
1980-05-21,19.673883056640648,2.9798104800171075
1980-05-22,19.939324951171898,2.8331079640664782
1980-05-23,19.811761474609398,2.8360162130193003
1980-05-24,19.630181884765648,2.72778489444598
1980-05-25,18.397729492187523,2.7011038221928003
1980-05-26,22.344964599609398,2.699220896746106
1980-05-27,17.150964355468773,2.683986132215161
